feature,value,position,modification
event_length,0.00465,1,1
event_mean,84.22,2,1
event_stdv,1.626,2,1
event_length,0.00232,2,1
event_mean,104.39367,-2,1
event_stdv,4.543988,-2,1
event_length,0.020953,-2,1
event_mean,119.54,-1,1
event_stdv,1.993,-1,1
event_length,0.01428,-1,1
event_mean,118.46,0,1
event_stdv,2.682,0,1
event_length,0.00498,0,1
event_mean,84.64,1,1
event_stdv,0.975,1,1
event_length,0.00797,1,1
event_mean,81.83,2,1
event_stdv,2.133,2,1
event_length,0.00299,2,1
event_mean,106.23,-2,1
event_stdv,5.195,-2,1
event_length,0.01494,-2,1
event_mean,116.85,-1,1
event_stdv,1.84,-1,1
event_length,0.004955,-1,1
event_mean,116.75,0,1
event_stdv,5.059,0,1
event_length,0.00598,0,1
event_mean,83.55,1,1
event_stdv,3.973,1,1
event_length,0.00531,1,1
event_mean,82.98,2,1
event_stdv,1.394,2,1
event_length,0.0083,2,1
event_mean,114.12,-2,1
event_stdv,5.52,-2,1
event_length,0.0093,-2,1
event_mean,121.416,-1,1
event_stdv,3.1606,-1,1
event_length,0.009496,-1,1
event_mean,111.57,0,1
event_stdv,8.025,0,1
event_length,0.00232,0,1
event_mean,85.74697,1,1
event_stdv,1.720539,1,1
event_length,0.006081,1,1
event_mean,80.34,2,1
event_stdv,1.404,2,1
event_length,0.00332,2,1
event_mean,104.31,-2,1
event_stdv,3.791,-2,1
event_length,0.00664,-2,1
event_mean,115.51,-1,1
event_stdv,4.451,-1,1
event_length,0.00598,-1,1
event_mean,117.08,0,1
event_stdv,5.654,0,1
event_length,0.00598,0,1
event_mean,86.36413,1,1
event_stdv,1.503935,1,1
event_length,0.007434,1,1
event_mean,81.15,2,1
event_stdv,1.064,2,1
event_length,0.00332,2,1
event_mean,115.12,-2,1
event_stdv,6.662,-2,1
event_length,0.00797,-2,1
event_mean,80.06811,2,1
event_stdv,1.989811,2,1
event_length,0.005821,2,1
event_mean,109.0,-2,1
event_stdv,4.026,-2,1
event_length,0.00432,-2,1
event_mean,118.8925,-1,1
event_stdv,4.9325,-1,1
event_length,0.010792,-1,1
event_mean,118.90182,0,1
event_stdv,4.956455,0,1
event_length,0.011016,0,1
event_mean,86.48377,1,1
event_stdv,2.852283,1,1
event_length,0.010176,1,1
event_mean,81.079475,2,1
event_stdv,1.175895,2,1
event_length,0.003322,2,1
event_mean,114.92,-2,1
event_stdv,4.3,-2,1
event_length,0.00498,-2,1
event_mean,121.72,-1,1
event_stdv,2.085,-1,1
event_length,0.00398,-1,1
event_mean,125.31,0,1
event_stdv,3.242,0,1
event_length,0.00332,0,1
event_mean,88.62,1,1
event_stdv,2.04,1,1
event_length,0.01361,1,1
event_mean,80.07,2,1
event_stdv,1.823,2,1
event_length,0.00863,2,1
event_mean,116.20385,-2,1
event_stdv,5.469462,-2,1
event_length,0.015195,-2,1
event_mean,118.31355,-1,1
event_stdv,5.267174,-1,1
event_length,0.006138,-1,1
event_mean,117.624794,0,1
event_stdv,4.408021,0,1
event_length,0.011964,0,1
event_mean,82.48,1,1
event_stdv,2.979,1,1
event_length,0.01029,1,1
event_mean,82.4494,2,1
event_stdv,1.57696,2,1
event_length,0.01021,2,1
event_mean,119.19,-2,1
event_stdv,6.28,-2,1
event_length,0.03353,-2,1
event_mean,85.81715,1,1
event_stdv,1.851029,1,1
event_length,0.010264,1,1
event_mean,78.72429,2,1
event_stdv,1.476393,2,1
event_length,0.004674,2,1
event_mean,112.55,-2,1
event_stdv,1.964,-2,1
event_length,0.00266,-2,1
event_mean,121.31826,-1,1
event_stdv,4.494072,-1,1
event_length,0.009956,-1,1
event_mean,120.95776,0,1
event_stdv,6.838403,0,1
event_length,0.004732,0,1
event_mean,87.63,1,1
event_stdv,2.743,1,1
event_length,0.01527,1,1
event_mean,78.37,2,1
event_stdv,1.712,2,1
event_length,0.00432,2,1
event_mean,119.45,-2,1
event_stdv,5.907,-2,1
event_length,0.00498,-2,1
event_mean,113.01,-1,1
event_stdv,4.529,-1,1
event_length,0.00896,-1,1
event_mean,119.6,0,1
event_stdv,4.022,0,1
event_length,0.01859,0,1
event_mean,85.51,1,1
event_stdv,1.345,1,1
event_length,0.00631,1,1
event_mean,83.40083,2,1
event_stdv,1.4341,2,1
event_length,0.004435,2,1
event_mean,109.94,-2,1
event_stdv,4.386,-2,1
event_length,0.00432,-2,1
event_mean,118.03571,-1,1
event_stdv,5.281286,-1,1
event_length,0.006255,-1,1
event_mean,121.14,0,1
event_stdv,2.484,0,1
event_length,0.00498,0,1
event_mean,85.11,1,1
event_stdv,1.581,1,1
event_length,0.0083,1,1
event_mean,82.07139,2,1
event_stdv,1.798822,2,1
event_length,0.014239,2,1
event_mean,114.14,-2,1
event_stdv,4.784,-2,1
event_length,0.00465,-2,1
event_mean,118.54619,-1,1
event_stdv,3.921524,-1,1
event_length,0.003683,-1,1
event_mean,120.058815,0,1
event_stdv,3.564274,0,1
event_length,0.023318,0,1
event_mean,86.27,1,1
event_stdv,1.897,1,1
event_length,0.01461,1,1
event_mean,82.44122,2,1
event_stdv,2.024592,2,1
event_length,0.004249,2,1
event_mean,116.0315,-2,1
event_stdv,5.240983,-2,1
event_length,0.008113,-2,1
event_mean,117.74453,-1,1
event_stdv,4.855245,-1,1
event_length,0.01081,-1,1
event_mean,116.25,0,1
event_stdv,3.3,0,1
event_length,0.01328,0,1
event_mean,82.85,1,1
event_stdv,2.969,1,1
event_length,0.01129,1,1
event_mean,78.0,2,1
event_stdv,1.434,2,1
event_length,0.00299,2,1
event_mean,110.85,-2,1
event_stdv,3.218,-2,1
event_length,0.00299,-2,1
event_mean,117.74,-1,1
event_stdv,3.824,-1,1
event_length,0.00498,-1,1
event_mean,118.77,0,1
event_stdv,3.937,0,1
event_length,0.0166,0,1
event_mean,85.87521,1,1
event_stdv,2.252652,1,1
event_length,0.011991,1,1
event_mean,79.55,2,1
event_stdv,1.384,2,1
event_length,0.00398,2,1
event_mean,114.711815,-2,1
event_stdv,3.571973,-2,1
event_length,0.008046,-2,1
event_mean,118.64,-1,1
event_stdv,2.072,-1,1
event_length,0.00531,-1,1
event_mean,111.8,0,1
event_stdv,10.12,0,1
event_length,0.00598,0,1
event_mean,83.45,1,1
event_stdv,2.909,1,1
event_length,0.01062,1,1
event_mean,78.46,2,1
event_stdv,1.508,2,1
event_length,0.00598,2,1
event_mean,114.86,-2,1
event_stdv,4.16,-2,1
event_length,0.00432,-2,1
event_mean,121.3568,-1,1
event_stdv,3.70452,-1,1
event_length,0.005273,-1,1
event_mean,124.39,0,1
event_stdv,5.404,0,1
event_length,0.00764,0,1
event_mean,92.22,1,1
event_stdv,3.243,1,1
event_length,0.00332,1,1
event_mean,81.21,2,1
event_stdv,2.041,2,1
event_length,0.00432,2,1
event_mean,98.91,-2,1
event_stdv,4.623,-2,1
event_length,0.00465,-2,1
event_mean,117.79,-1,1
event_stdv,5.296,-1,1
event_length,0.01129,-1,1
event_mean,114.86,0,1
event_stdv,5.65,0,1
event_length,0.00398,0,1
event_mean,85.73,1,1
event_stdv,1.679,1,1
event_length,0.00963,1,1
event_mean,80.75,2,1
event_stdv,1.344,2,1
event_length,0.00332,2,1
event_mean,117.47,-2,1
event_stdv,4.328,-2,1
event_length,0.01826,-2,1
event_mean,116.87379,-1,1
event_stdv,6.044243,-1,1
event_length,0.006149,-1,1
event_mean,116.24,0,1
event_stdv,7.319,0,1
event_length,0.00564,0,1
event_mean,86.21705,1,1
event_stdv,1.710568,1,1
event_length,0.005717,1,1
event_mean,80.39,2,1
event_stdv,1.763,2,1
event_length,0.00598,2,1
event_mean,114.656845,-2,1
event_stdv,4.531263,-2,1
event_length,0.020483,-2,1
event_mean,116.89,-1,1
event_stdv,4.575,-1,1
event_length,0.0073,-1,1
event_mean,119.11,0,1
event_stdv,4.868,0,1
event_length,0.01428,0,1
event_mean,85.75,1,1
event_stdv,1.542229,1,1
event_length,0.01805,1,1
event_mean,81.0175,2,1
event_stdv,1.69225,2,1
event_length,0.007055,2,1
event_mean,114.81,-2,1
event_stdv,4.92,-2,1
event_length,0.01527,-2,1
event_mean,117.52,-1,1
event_stdv,4.591,-1,1
event_length,0.01527,-1,1
event_mean,85.08,1,1
event_stdv,0.984,1,1
event_length,0.00232,1,1
event_mean,82.56,2,1
event_stdv,1.334,2,1
event_length,0.01129,2,1
event_mean,114.555,-2,1
event_stdv,4.993167,-2,1
event_length,0.008192,-2,1
event_mean,108.27,-1,1
event_stdv,1.703,-1,1
event_length,0.00232,-1,1
event_mean,115.2,0,1
event_stdv,5.362,0,1
event_length,0.01726,0,1
event_mean,85.64,1,1
event_stdv,3.59,1,1
event_length,0.01295,1,1
event_mean,79.01,2,1
event_stdv,1.93,2,1
event_length,0.00797,2,1
event_mean,119.3,-2,1
event_stdv,0.654,-2,1
event_length,0.00232,-2,1
event_mean,123.6,-1,1
event_stdv,2.589,-1,1
event_length,0.00232,-1,1
event_mean,116.3,0,1
event_stdv,5.216,0,1
event_length,0.00432,0,1
event_mean,88.21,1,1
event_stdv,2.168,1,1
event_length,0.00232,1,1
event_mean,84.83,2,1
event_stdv,1.997,2,1
event_length,0.0093,2,1
event_mean,115.12,-2,1
event_stdv,5.53,-2,1
event_length,0.01096,-2,1
event_mean,118.58176,-1,1
event_stdv,4.385088,-1,1
event_length,0.00985,-1,1
event_mean,114.35,0,1
event_stdv,7.442,0,1
event_length,0.01428,0,1
event_mean,86.41349,1,1
event_stdv,1.897279,1,1
event_length,0.008529,1,1
event_mean,80.7864,2,1
event_stdv,1.41996,2,1
event_length,0.005697,2,1
event_mean,114.883415,-2,1
event_stdv,5.288976,-2,1
event_length,0.0103,-2,1
event_mean,118.64983,-1,1
event_stdv,2.374407,-1,1
event_length,0.006321,-1,1
event_mean,119.56,0,1
event_stdv,1.433,0,1
event_length,0.00266,0,1
event_mean,85.56,1,1
event_stdv,1.69,1,1
event_length,0.00697,1,1
event_mean,80.648964,2,1
event_stdv,1.909857,2,1
event_length,0.014224,2,1
event_mean,114.32122,-2,1
event_stdv,4.760388,-2,1
event_length,0.010247,-2,1
event_mean,117.376305,-1,1
event_stdv,4.334823,-1,1
event_length,0.0106,-1,1
event_mean,111.93,0,1
event_stdv,10.241,0,1
event_length,0.00365,0,1
event_mean,84.974144,1,1
event_stdv,1.435576,1,1
event_length,0.014788,1,1
event_mean,81.74956,2,1
event_stdv,1.592777,2,1
event_length,0.011835,2,1
event_mean,114.31,-2,1
event_stdv,4.888,-2,1
event_length,0.01228,-2,1
event_mean,120.826,-1,1
event_stdv,3.1096,-1,1
event_length,0.003452,-1,1
event_mean,114.49065,0,1
event_stdv,7.986161,0,1
event_length,0.006049,0,1
event_mean,85.7884,1,1
event_stdv,1.27576,1,1
event_length,0.005273,1,1
event_mean,80.37375,2,1
event_stdv,1.306406,2,1
event_length,0.00384,2,1
event_mean,115.18125,-2,1
event_stdv,3.816906,-2,1
event_length,0.007677,-2,1
event_mean,116.86198,-1,1
event_stdv,3.514673,-1,1
event_length,0.024416,-1,1
event_mean,121.26,0,1
event_stdv,4.104,0,1
event_length,0.01195,0,1
event_mean,86.398,1,1
event_stdv,2.19912,1,1
event_length,0.004955,1,1
event_mean,84.96,2,1
event_stdv,0.741,2,1
event_length,0.00299,2,1
event_mean,117.74,-2,1
event_stdv,5.903,-2,1
event_length,0.01029,-2,1
event_mean,119.18528,-1,1
event_stdv,3.719914,-1,1
event_length,0.01358,-1,1
event_mean,122.11,0,1
event_stdv,2.197,0,1
event_length,0.00299,0,1
event_mean,87.12976,1,1
event_stdv,1.548548,1,1
event_length,0.005264,1,1
event_mean,81.72,2,1
event_stdv,2.416,2,1
event_length,0.00365,2,1
event_mean,119.62,-1,1
event_stdv,2.989,-1,1
event_length,0.0156,-1,1
event_mean,115.26,0,1
event_stdv,1.623,0,1
event_length,0.00465,0,1
event_mean,86.39333,1,1
event_stdv,2.972,1,1
event_length,0.011617,1,1
event_mean,80.21667,2,1
event_stdv,1.466952,2,1
event_length,0.003688,2,1
event_mean,117.69,-1,1
event_stdv,4.175,-1,1
event_length,0.01726,-1,1
event_mean,119.07,0,1
event_stdv,3.095,0,1
event_length,0.00465,0,1
event_mean,85.893394,1,1
event_stdv,1.689231,1,1
event_length,0.01854,1,1
event_mean,82.24903,2,1
event_stdv,1.419903,2,1
event_length,0.01062,2,1
event_mean,119.15,-2,1
event_stdv,5.295,-2,1
event_length,0.00398,-2,1
event_mean,112.78,-1,1
event_stdv,2.853,-1,1
event_length,0.00299,-1,1
event_mean,118.5,0,1
event_stdv,4.986,0,1
event_length,0.02357,0,1
event_mean,87.89,1,1
event_stdv,4.407,1,1
event_length,0.00332,1,1
event_mean,81.13724,2,1
event_stdv,1.716655,2,1
event_length,0.004821,2,1
event_mean,115.08,-2,1
event_stdv,4.349,-2,1
event_length,0.00664,-2,1
event_mean,117.03769,-1,1
event_stdv,2.354144,-1,1
event_length,0.011428,-1,1
event_mean,116.86,0,1
event_stdv,5.26,0,1
event_length,0.00564,0,1
event_mean,86.18,1,1
event_stdv,1.443,1,1
event_length,0.0093,1,1
event_mean,80.26,2,1
event_stdv,2.372,2,1
event_length,0.00266,2,1
event_mean,113.51,-2,1
event_stdv,4.344,-2,1
event_length,0.00498,-2,1
event_mean,115.82,-1,1
event_stdv,2.849,-1,1
event_length,0.00764,-1,1
event_mean,116.42,0,1
event_stdv,5.669,0,1
event_length,0.01793,0,1
event_mean,83.75,1,1
event_stdv,1.521,1,1
event_length,0.01627,1,1
event_mean,79.68,2,1
event_stdv,1.853,2,1
event_length,0.0073,2,1
event_mean,114.798,-2,1
event_stdv,3.2262,-2,1
event_length,0.007904,-2,1
event_mean,118.38303,-1,1
event_stdv,1.82057,-1,1
event_length,0.007252,-1,1
event_mean,113.31,0,1
event_stdv,7.113,0,1
event_length,0.01162,0,1
event_mean,84.56,1,1
event_stdv,3.01,1,1
event_length,0.00963,1,1
event_mean,79.813736,2,1
event_stdv,1.686791,2,1
event_length,0.007978,2,1
event_mean,114.92954,-2,1
event_stdv,5.315398,-2,1
event_length,0.016985,-2,1
event_mean,118.16906,-1,1
event_stdv,3.006547,-1,1
event_length,0.005769,-1,1
event_mean,114.02,0,1
event_stdv,3.212,0,1
event_length,0.00697,0,1
event_mean,85.35,1,1
event_stdv,2.766,1,1
event_length,0.01228,1,1
event_mean,79.85121,2,1
event_stdv,1.377515,2,1
event_length,0.002788,2,1
event_mean,116.72,-1,1
event_stdv,6.259,-1,1
event_length,0.00564,-1,1
event_mean,123.96,0,1
event_stdv,5.517,0,1
event_length,0.01295,0,1
event_mean,89.18195,1,1
event_stdv,5.105805,1,1
event_length,0.00934,1,1
event_mean,79.85073,2,1
event_stdv,1.75322,2,1
event_length,0.007295,2,1
event_mean,113.90562,-2,1
event_stdv,3.473603,-2,1
event_length,0.006455,-2,1
event_mean,117.23327,-1,1
event_stdv,3.061173,-1,1
event_length,0.006603,-1,1
event_mean,117.91,0,1
event_stdv,1.521,0,1
event_length,0.00465,0,1
event_mean,87.07667,1,1
event_stdv,2.105897,1,1
event_length,0.004433,1,1
event_mean,83.84622,2,1
event_stdv,1.585878,2,1
event_length,0.006731,2,1
event_mean,115.4775,-2,1
event_stdv,3.722,-2,1
event_length,0.005808,-2,1
event_mean,120.8955,-1,1
event_stdv,2.831033,-1,1
event_length,0.007946,-1,1
event_mean,130.07,0,1
event_stdv,1.708,0,1
event_length,0.00299,0,1
event_mean,90.37304,1,1
event_stdv,2.26587,1,1
event_length,0.019428,1,1
event_mean,81.912575,2,1
event_stdv,1.4044,2,1
event_length,0.006612,2,1
event_mean,113.24,-2,1
event_stdv,2.82,-2,1
event_length,0.00332,-2,1
event_mean,111.8463,-1,1
event_stdv,4.332889,-1,1
event_length,0.005229,-1,1
event_mean,119.45,0,1
event_stdv,5.442,0,1
event_length,0.02689,0,1
event_mean,87.06,1,1
event_stdv,2.342,1,1
event_length,0.01494,1,1
event_mean,81.454765,2,1
event_stdv,1.33081,2,1
event_length,0.003493,2,1
event_mean,116.01,-2,1
event_stdv,3.692,-2,1
event_length,0.00996,-2,1
event_mean,118.82,-1,1
event_stdv,4.735,-1,1
event_length,0.00365,-1,1
event_mean,127.007,0,1
event_stdv,8.2172,0,1
event_length,0.01979,0,1
event_mean,91.02,1,1
event_stdv,2.765,1,1
event_length,0.00531,1,1
event_mean,79.94,2,1
event_stdv,1.595,2,1
event_length,0.00631,2,1
event_mean,114.22857,-2,1
event_stdv,5.565514,-2,1
event_length,0.011743,-2,1
event_mean,117.0622,-1,1
event_stdv,3.119032,-1,1
event_length,0.010622,-1,1
event_mean,87.084885,1,1
event_stdv,2.305098,1,1
event_length,0.019277,1,1
event_mean,81.43,2,1
event_stdv,2.227,2,1
event_length,0.00598,2,1
event_mean,113.08,-2,1
event_stdv,3.958,-2,1
event_length,0.00465,-2,1
event_mean,116.13,-1,1
event_stdv,4.311,-1,1
event_length,0.01096,-1,1
event_mean,124.104095,0,1
event_stdv,2.25788,0,1
event_length,0.010593,0,1
event_mean,90.307434,1,1
event_stdv,2.125103,1,1
event_length,0.006794,1,1
event_mean,81.15493,2,1
event_stdv,1.218333,2,1
event_length,0.007059,2,1
event_mean,116.24,-1,1
event_stdv,3.27,-1,1
event_length,0.0083,-1,1
event_mean,123.63,0,1
event_stdv,7.778,0,1
event_length,0.02125,0,1
event_mean,89.79,1,1
event_stdv,2.384,1,1
event_length,0.01162,1,1
event_mean,81.14714,2,1
event_stdv,1.687686,2,1
event_length,0.003403,2,1
event_mean,115.38,-2,1
event_stdv,5.101,-2,1
event_length,0.00996,-2,1
event_mean,117.45212,-1,1
event_stdv,3.313212,-1,1
event_length,0.005606,-1,1
event_mean,121.8,0,1
event_stdv,2.132,0,1
event_length,0.00631,0,1
event_mean,86.885,1,1
event_stdv,2.5065,1,1
event_length,0.00564,1,1
event_mean,79.58,2,1
event_stdv,2.849,2,1
event_length,0.00365,2,1
event_mean,114.226845,-2,1
event_stdv,4.062737,-2,1
event_length,0.004839,-2,1
event_mean,114.63,-1,1
event_stdv,5.595,-1,1
event_length,0.01793,-1,1
event_mean,123.483604,0,1
event_stdv,3.327656,0,1
event_length,0.006143,0,1
event_mean,91.04,1,1
event_stdv,2.189,1,1
event_length,0.0073,1,1
event_mean,81.77067,2,1
event_stdv,1.516,2,1
event_length,0.005068,2,1
event_mean,113.43,-2,1
event_stdv,4.236,-2,1
event_length,0.00332,-2,1
event_mean,123.72,-1,1
event_stdv,2.981,-1,1
event_length,0.00863,-1,1
event_mean,120.71083,0,1
event_stdv,7.643631,0,1
event_length,0.008211,0,1
event_mean,88.254616,1,1
event_stdv,1.734154,1,1
event_length,0.004958,1,1
event_mean,82.97,2,1
event_stdv,1.762,2,1
event_length,0.00299,2,1
event_mean,110.379234,-2,1
event_stdv,3.688538,-2,1
event_length,0.002275,-2,1
event_mean,118.33176,-1,1
event_stdv,2.568103,-1,1
event_length,0.012631,-1,1
event_mean,116.45,0,1
event_stdv,1.265,0,1
event_length,0.00232,0,1
event_mean,85.31687,1,1
event_stdv,1.719375,1,1
event_length,0.009091,1,1
event_mean,82.40707,2,1
event_stdv,1.828349,2,1
event_length,0.00601,2,1
event_mean,119.69,-2,1
event_stdv,4.08,-2,1
event_length,0.01793,-2,1
event_mean,119.35783,-1,1
event_stdv,3.573478,-1,1
event_length,0.004,-1,1
event_mean,122.31217,0,1
event_stdv,2.055478,0,1
event_length,0.004,0,1
event_mean,87.64821,1,1
event_stdv,2.538761,1,1
event_length,0.011326,1,1
event_mean,81.90581,2,1
event_stdv,1.064903,2,1
event_length,0.003655,2,1
event_mean,115.8734,-2,1
event_stdv,4.742211,-2,1
event_length,0.005476,-2,1
event_mean,118.88102,-1,1
event_stdv,8.045525,-1,1
event_length,0.005914,-1,1
event_mean,128.09,0,1
event_stdv,4.499,0,1
event_length,0.00266,0,1
event_mean,94.54483,1,1
event_stdv,6.832759,1,1
event_length,0.005507,1,1
event_mean,80.65957,2,1
event_stdv,1.328174,2,1
event_length,0.003822,2,1
event_mean,113.9,-2,1
event_stdv,3.506,-2,1
event_length,0.00432,-2,1
event_mean,117.30735,-1,1
event_stdv,4.2615,-1,1
event_length,0.008836,-1,1
event_mean,123.74,0,1
event_stdv,8.302,0,1
event_length,0.0093,0,1
event_mean,89.01667,1,1
event_stdv,2.300238,1,1
event_length,0.008059,1,1
event_mean,81.03344,2,1
event_stdv,1.794094,2,1
event_length,0.004003,2,1
event_mean,118.61,-2,1
event_stdv,5.756,-2,1
event_length,0.00764,-2,1
event_mean,115.33,-1,1
event_stdv,5.237,-1,1
event_length,0.00896,-1,1
event_mean,118.03,0,1
event_stdv,4.37,0,1
event_length,0.01627,0,1
event_mean,88.73,1,1
event_stdv,4.95,1,1
event_length,0.00863,1,1
event_mean,82.26,2,1
event_stdv,2.272,2,1
event_length,0.00564,2,1
event_mean,103.182304,-2,1
event_stdv,1.995135,-2,1
event_length,0.005726,-2,1
event_mean,117.11,-1,1
event_stdv,2.423,-1,1
event_length,0.00863,-1,1
event_mean,122.48,0,1
event_stdv,0.874,0,1
event_length,0.00232,0,1
event_mean,104.206,-2,1
event_stdv,2.6786,-2,1
event_length,0.008964,-2,1
event_mean,116.76,-1,1
event_stdv,2.261,-1,1
event_length,0.00863,-1,1
event_mean,108.72,0,1
event_stdv,1.277,0,1
event_length,0.00232,0,1
event_mean,84.89,2,1
event_stdv,2.036,2,1
event_length,0.0083,2,1
event_mean,102.749886,-2,1
event_stdv,2.62264,-2,1
event_length,0.008408,-2,1
event_mean,106.84,-1,1
event_stdv,1.978,-1,1
event_length,0.00797,-1,1
event_mean,117.18,0,1
event_stdv,2.632,0,1
event_length,0.01361,0,1
event_mean,88.57,1,1
event_stdv,3.353,1,1
event_length,0.00432,1,1
event_mean,86.47,2,1
event_stdv,1.293,2,1
event_length,0.01494,2,1
event_mean,101.84226,-2,1
event_stdv,2.255623,-2,1
event_length,0.009978,-2,1
event_mean,116.08795,-1,1
event_stdv,2.547873,-1,1
event_length,0.016756,-1,1
event_mean,120.49,0,1
event_stdv,3.232,0,1
event_length,0.01394,0,1
event_mean,88.31,1,1
event_stdv,1.803,1,1
event_length,0.01361,1,1
event_mean,86.88,2,1
event_stdv,1.309,2,1
event_length,0.00299,2,1
event_mean,103.72532,-2,1
event_stdv,2.418106,-2,1
event_length,0.005293,-2,1
event_mean,106.8,-1,1
event_stdv,2.314,-1,1
event_length,0.00398,-1,1
event_mean,118.99,0,1
event_stdv,3.27,0,1
event_length,0.01262,0,1
event_mean,92.54,1,1
event_stdv,2.08,1,1
event_length,0.00797,1,1
event_mean,87.6,2,1
event_stdv,2.359,2,1
event_length,0.00232,2,1
event_mean,106.6128,-2,1
event_stdv,1.84572,-2,1
event_length,0.004475,-2,1
event_mean,115.82429,-1,1
event_stdv,3.212786,-1,1
event_length,0.007788,-1,1
event_mean,116.51,0,1
event_stdv,1.742,0,1
event_length,0.00398,0,1
event_mean,86.43,1,1
event_stdv,1.36,1,1
event_length,0.00398,1,1
event_mean,91.81,2,1
event_stdv,2.796,2,1
event_length,0.00432,2,1
event_mean,101.472664,-2,1
event_stdv,2.516067,-2,1
event_length,0.006872,-2,1
event_mean,115.459076,-1,1
event_stdv,2.041685,-1,1
event_length,0.006503,-1,1
event_mean,116.69,0,1
event_stdv,3.002,0,1
event_length,0.00266,0,1
event_mean,85.87,1,1
event_stdv,1.54,1,1
event_length,0.00963,1,1
event_mean,84.18,2,1
event_stdv,1.544,2,1
event_length,0.00266,2,1
event_mean,103.81178,-2,1
event_stdv,2.268218,-2,1
event_length,0.011851,-2,1
event_mean,116.73604,-1,1
event_stdv,1.528057,-1,1
event_length,0.005431,-1,1
event_mean,114.15,0,1
event_stdv,7.83,0,1
event_length,0.00963,0,1
event_mean,88.95286,1,1
event_stdv,1.54581,1,1
event_length,0.005264,1,1
event_mean,87.57,2,1
event_stdv,1.292,2,1
event_length,0.00863,2,1
event_mean,103.89692,-2,1
event_stdv,3.132615,-2,1
event_length,0.004958,-2,1
event_mean,115.23818,-1,1
event_stdv,2.27775,-1,1
event_length,0.004304,-1,1
event_mean,116.74,0,1
event_stdv,8.699,0,1
event_length,0.00764,0,1
event_mean,89.4,1,1
event_stdv,1.707,1,1
event_length,0.00896,1,1
event_mean,85.69043,2,1
event_stdv,1.478957,2,1
event_length,0.009669,2,1
event_mean,107.884056,-2,1
event_stdv,1.983514,-2,1
event_length,0.005106,-2,1
event_mean,118.41,-1,1
event_stdv,1.821,-1,1
event_length,0.0083,-1,1
event_mean,120.25,0,1
event_stdv,2.426,0,1
event_length,0.00697,0,1
event_mean,90.84,1,1
event_stdv,4.385,1,1
event_length,0.00631,1,1
event_mean,87.29,2,1
event_stdv,1.761,2,1
event_length,0.00432,2,1
event_mean,102.13945,-2,1
event_stdv,2.691641,-2,1
event_length,0.029408,-2,1
event_mean,114.44,-1,1
event_stdv,4.792,-1,1
event_length,0.01129,-1,1
event_mean,91.03,1,1
event_stdv,1.916,1,1
event_length,0.00498,1,1
event_mean,85.57684,2,1
event_stdv,1.186026,2,1
event_length,0.005362,2,1
event_mean,104.02857,-2,1
event_stdv,2.409571,-2,1
event_length,0.008301,-2,1
event_mean,118.6795,-1,1
event_stdv,1.464,-1,1
event_length,0.00485,-1,1
event_mean,87.7,2,1
event_stdv,1.927,2,1
event_length,0.00863,2,1
event_mean,102.69535,-2,1
event_stdv,1.837721,-2,1
event_length,0.003851,-2,1
event_mean,117.16412,-1,1
event_stdv,2.685371,-1,1
event_length,0.009551,-1,1
event_mean,117.88,0,1
event_stdv,2.855,0,1
event_length,0.00299,0,1
event_mean,90.881546,1,1
event_stdv,1.840825,1,1
event_length,0.014497,1,1
event_mean,83.16,2,1
event_stdv,2.374,2,1
event_length,0.00232,2,1
event_mean,107.97279,-2,1
event_stdv,2.159291,-2,1
event_length,0.00727,-2,1
event_mean,117.019455,-1,1
event_stdv,1.773509,-1,1
event_length,0.005632,-1,1
event_mean,112.19,0,1
event_stdv,7.322,0,1
event_length,0.0093,0,1
event_mean,92.53,1,1
event_stdv,3.176,1,1
event_length,0.00299,1,1
event_mean,87.86,2,1
event_stdv,1.733,2,1
event_length,0.00664,2,1
event_mean,107.8277,-2,1
event_stdv,2.338724,-2,1
event_length,0.004901,-2,1
event_mean,117.03333,-1,1
event_stdv,2.243216,-1,1
event_length,0.003769,-1,1
event_mean,115.07,0,1
event_stdv,3.604,0,1
event_length,0.00332,0,1
event_mean,88.51,1,1
event_stdv,3.171,1,1
event_length,0.00299,1,1
event_mean,86.58633,2,1
event_stdv,1.33251,2,1
event_length,0.006576,2,1
event_mean,104.48941,-2,1
event_stdv,2.529912,-2,1
event_length,0.006894,-2,1
event_mean,114.87,-1,1
event_stdv,1.79,-1,1
event_length,0.00764,-1,1
event_mean,117.5,0,1
event_stdv,2.138,0,1
event_length,0.00465,0,1
event_mean,90.39,1,1
event_stdv,2.181,1,1
event_length,0.01262,1,1
event_mean,86.77,2,1
event_stdv,0.995,2,1
event_length,0.00498,2,1
event_mean,103.709946,-2,1
event_stdv,2.407113,-2,1
event_length,0.012014,-2,1
event_mean,116.314804,-1,1
event_stdv,2.381902,-1,1
event_length,0.005951,-1,1
event_mean,121.37,0,1
event_stdv,2.032,0,1
event_length,0.00232,0,1
event_mean,92.89,1,1
event_stdv,2.532,1,1
event_length,0.00332,1,1
event_mean,86.98,2,1
event_stdv,1.362,2,1
event_length,0.00498,2,1
event_mean,102.42642,-2,1
event_stdv,2.21167,-2,1
event_length,0.006461,-2,1
event_mean,117.96592,-1,1
event_stdv,1.950122,-1,1
event_length,0.005333,-1,1
event_mean,118.52,0,1
event_stdv,3.076,0,1
event_length,0.00598,0,1
event_mean,89.314285,1,1
