feature,value,position,modification
event_mean,88.82,1,1
event_stdv,1.974,1,1
event_length,0.00299,1,1
event_mean,87.7099,2,1
event_stdv,2.172131,2,1
event_length,0.008047,2,1
event_mean,120.76182,-2,1
event_stdv,0.998273,-2,1
event_length,0.002444,-2,1
event_mean,119.32,-1,1
event_stdv,6.486,-1,1
event_length,0.0259,-1,1
event_mean,95.38364,0,1
event_stdv,2.198212,0,1
event_length,0.006933,0,1
event_mean,95.42667,1,1
event_stdv,2.430333,1,1
event_length,0.004427,1,1
event_mean,86.85379,2,1
event_stdv,2.029742,2,1
event_length,0.017758,2,1
event_mean,119.63467,-2,1
event_stdv,6.241387,-2,1
event_length,0.012084,-2,1
event_mean,113.53,-1,1
event_stdv,11.489,-1,1
event_length,0.00863,-1,1
event_mean,94.56,0,1
event_stdv,3.79,0,1
event_length,0.00664,0,1
event_mean,88.82,1,1
event_stdv,2.876,1,1
event_length,0.01328,1,1
event_mean,85.56395,2,1
event_stdv,2.246605,2,1
event_length,0.005396,2,1
event_mean,114.51,-2,1
event_stdv,3.52,-2,1
event_length,0.00432,-2,1
event_mean,119.69,-1,1
event_stdv,5.941,-1,1
event_length,0.00631,-1,1
event_mean,98.449745,0,1
event_stdv,2.961,0,1
event_length,0.004588,0,1
event_mean,88.73,1,1
event_stdv,2.889,1,1
event_length,0.00365,1,1
event_mean,86.74182,2,1
event_stdv,2.276418,2,1
event_length,0.007685,2,1
event_mean,124.43,-2,1
event_stdv,7.812,-2,1
event_length,0.03021,-2,1
event_mean,118.33,-1,1
event_stdv,10.39,-1,1
event_length,0.00432,-1,1
event_mean,104.105385,0,1
event_stdv,6.551462,0,1
event_length,0.007428,0,1
event_mean,91.53687,1,1
event_stdv,2.213625,1,1
event_length,0.002697,1,1
event_mean,88.49716,2,1
event_stdv,1.907767,2,1
event_length,0.008359,2,1
event_mean,120.905716,-2,1
event_stdv,1.882643,-2,1
event_length,0.004674,-2,1
event_mean,122.67,-1,1
event_stdv,7.358,-1,1
event_length,0.00631,-1,1
event_mean,111.67,0,1
event_stdv,9.151,0,1
event_length,0.00465,0,1
event_mean,93.73,1,1
event_stdv,1.956,1,1
event_length,0.00299,1,1
event_mean,87.27714,2,1
event_stdv,1.844734,2,1
event_length,0.014224,2,1
event_mean,120.642555,-2,1
event_stdv,5.254395,-2,1
event_length,0.007175,-2,1
event_mean,119.386665,-1,1
event_stdv,7.286333,-1,1
event_length,0.004924,-1,1
event_mean,101.15546,0,1
event_stdv,5.407,0,1
event_length,0.005883,0,1
event_mean,91.33,1,1
event_stdv,2.919,1,1
event_length,0.00266,1,1
event_mean,85.96228,2,1
event_stdv,2.089387,2,1
event_length,0.007425,2,1
event_mean,120.26,-2,1
event_stdv,3.243,-2,1
event_length,0.0176,-2,1
event_mean,120.48049,-1,1
event_stdv,7.242146,-1,1
event_length,0.00741,-1,1
event_mean,94.44,0,1
event_stdv,4.243,0,1
event_length,0.00564,0,1
event_mean,88.723335,1,1
event_stdv,1.74,1,1
event_length,0.004427,1,1
event_mean,87.719505,2,1
event_stdv,2.087648,2,1
event_length,0.012353,2,1
event_mean,121.65,-2,1
event_stdv,4.668,-2,1
event_length,0.00564,-2,1
event_mean,118.88,-1,1
event_stdv,6.406667,-1,1
event_length,0.003873,-1,1
event_mean,100.82,0,1
event_stdv,3.189,0,1
event_length,0.0083,0,1
event_mean,88.2,1,1
event_stdv,2.882,1,1
event_length,0.01527,1,1
event_mean,85.992584,2,1
event_stdv,2.282955,2,1
event_length,0.006486,2,1
event_mean,117.33528,-2,1
event_stdv,3.078694,-2,1
event_length,0.004669,-2,1
event_mean,122.83,-1,1
event_stdv,5.362,-1,1
event_length,0.00232,-1,1
event_mean,100.65,0,1
event_stdv,2.124,0,1
event_length,0.00432,0,1
event_mean,95.05,1,1
event_stdv,2.161,1,1
event_length,0.00232,1,1
event_mean,85.9453,2,1
event_stdv,1.851627,2,1
event_length,0.01732,2,1
event_mean,119.88353,-2,1
event_stdv,3.037235,-2,1
event_length,0.009202,-2,1
event_mean,118.46,-1,1
event_stdv,6.836,-1,1
event_length,0.00996,-1,1
event_mean,98.240715,0,1
event_stdv,3.272571,0,1
event_length,0.007539,0,1
event_mean,95.61,1,1
event_stdv,2.132,1,1
event_length,0.00199,1,1
event_mean,87.098305,2,1
event_stdv,1.872451,2,1
event_length,0.014313,2,1
event_mean,121.88,-2,1
event_stdv,5.95,-2,1
event_length,0.00664,-2,1
event_mean,89.632,1,1
event_stdv,3.3734,1,1
event_length,0.007904,1,1
event_mean,84.44905,2,1
event_stdv,1.968131,2,1
event_length,0.010211,2,1
event_mean,120.10148,-2,1
event_stdv,3.711593,-2,1
event_length,0.013463,-2,1
event_mean,116.70341,-1,1
event_stdv,8.680362,-1,1
event_length,0.010007,-1,1
event_mean,97.48372,0,1
event_stdv,2.550744,0,1
event_length,0.004007,0,1
event_mean,90.59,1,1
event_stdv,4.073,1,1
event_length,0.00598,1,1
event_mean,85.23,2,1
event_stdv,2.38,2,1
event_length,0.01394,2,1
event_mean,121.78115,-2,1
event_stdv,3.489468,-2,1
event_length,0.010475,-2,1
event_mean,124.12889,-1,1
event_stdv,6.057296,-1,1
event_length,0.00552,-1,1
event_mean,90.055,1,1
event_stdv,2.651429,1,1
event_length,0.003841,1,1
event_mean,87.233955,2,1
event_stdv,2.045437,2,1
event_length,0.020265,2,1
event_mean,121.88,-2,1
event_stdv,5.95,-2,1
event_length,0.00664,-2,1
event_mean,89.632,1,1
event_stdv,3.3734,1,1
event_length,0.007904,1,1
event_mean,84.44905,2,1
event_stdv,1.968131,2,1
event_length,0.010211,2,1
event_mean,124.43,-2,1
event_stdv,7.812,-2,1
event_length,0.03021,-2,1
event_mean,118.33,-1,1
event_stdv,10.39,-1,1
event_length,0.00432,-1,1
event_mean,104.105385,0,1
event_stdv,6.551462,0,1
event_length,0.007428,0,1
event_mean,91.53687,1,1
event_stdv,2.213625,1,1
event_length,0.002697,1,1
event_mean,88.49716,2,1
event_stdv,1.907767,2,1
event_length,0.008359,2,1
event_mean,122.5035,-2,1
event_stdv,6.77255,-2,1
event_length,0.01979,-2,1
event_mean,125.152756,-1,1
event_stdv,5.491622,-1,1
event_length,0.008545,-1,1
event_mean,101.93,0,1
event_stdv,2.855429,0,1
event_length,0.003556,0,1
event_mean,93.23967,1,1
event_stdv,2.361767,1,1
event_length,0.002521,1,1
event_mean,87.87638,2,1
event_stdv,2.438588,2,1
event_length,0.011863,2,1
event_mean,118.067276,-2,1
event_stdv,3.042455,-2,1
event_length,0.009809,-2,1
event_mean,127.32,-1,1
event_stdv,4.855,-1,1
event_length,0.00631,-1,1
event_mean,108.34,0,1
event_stdv,6.108,0,1
event_length,0.00266,0,1
event_mean,94.86051,1,1
event_stdv,2.328103,1,1
event_length,0.004534,1,1
event_mean,87.84938,2,1
event_stdv,2.136082,2,1
event_length,0.005451,2,1
event_mean,117.15,-2,1
event_stdv,1.988,-2,1
event_length,0.00199,-2,1
event_mean,124.1,-1,1
event_stdv,5.497,-1,1
event_length,0.0083,-1,1
event_mean,96.25,0,1
event_stdv,4.558,0,1
event_length,0.00896,0,1
event_mean,91.25,1,1
event_stdv,1.937,1,1
event_length,0.00332,1,1
event_mean,90.603516,2,1
event_stdv,2.568622,2,1
event_length,0.007835,2,1
event_mean,121.582,-2,1
event_stdv,2.1302,-2,1
event_length,0.007904,-2,1
event_mean,122.66,-1,1
event_stdv,4.38,-1,1
event_length,0.00498,-1,1
event_mean,95.52,0,1
event_stdv,3.963,0,1
event_length,0.00266,0,1
event_mean,93.47594,1,1
event_stdv,2.638427,1,1
event_length,0.007339,1,1
event_mean,88.517586,2,1
event_stdv,3.264259,2,1
event_length,0.010473,2,1
event_mean,124.21402,-2,1
event_stdv,2.847841,-2,1
event_length,0.008395,-2,1
event_mean,112.04,-1,1
event_stdv,9.196,-1,1
event_length,0.0073,-1,1
event_mean,97.76,0,1
event_stdv,2.9578,0,1
event_length,0.012135,0,1
event_mean,93.161026,1,1
event_stdv,2.502179,1,1
event_length,0.013276,1,1
event_mean,93.91,2,1
event_stdv,3.321,2,1
event_length,0.00697,2,1
event_mean,123.45,-2,1
event_stdv,2.376,-2,1
event_length,0.00697,-2,1
event_mean,93.26,1,1
event_stdv,2.505,1,1
event_length,0.00365,1,1
event_mean,89.06,2,1
event_stdv,1.452,2,1
event_length,0.01096,2,1
event_mean,120.34,-2,1
event_stdv,7.508,-2,1
event_length,0.01461,-2,1
event_mean,95.95,0,1
event_stdv,2.928,0,1
event_length,0.0083,0,1
event_mean,89.24207,1,1
event_stdv,1.602755,1,1
event_length,0.006747,1,1
event_mean,89.96,2,1
event_stdv,2.636,2,1
event_length,0.00664,2,1
event_mean,120.54,-2,1
event_stdv,3.614,-2,1
event_length,0.01262,-2,1
event_mean,124.2,-1,1
event_stdv,2.171,-1,1
event_length,0.00232,-1,1
event_mean,98.73,0,1
event_stdv,1.96,0,1
event_length,0.00266,0,1
event_mean,94.02,1,1
event_stdv,1.877,1,1
event_length,0.00266,1,1
event_mean,86.76551,2,1
event_stdv,2.914061,2,1
event_length,0.008892,2,1
event_mean,123.029,-2,1
event_stdv,3.2188,-2,1
event_length,0.009628,-2,1
event_mean,123.13,-1,1
event_stdv,7.531,-1,1
event_length,0.01129,-1,1
event_mean,88.95,2,1
event_stdv,2.871,2,1
event_length,0.00299,2,1
event_mean,119.75,-2,1
event_stdv,0.89,-2,1
event_length,0.00299,-2,1
event_mean,127.54,-1,1
event_stdv,5.897,-1,1
event_length,0.00299,-1,1
event_mean,106.19,0,1
event_stdv,4.006,0,1
event_length,0.00332,0,1
event_mean,92.793076,1,1
event_stdv,2.011538,1,1
event_length,0.005208,1,1
event_mean,87.41898,2,1
event_stdv,3.09251,2,1
event_length,0.0067,2,1
event_mean,121.068825,-2,1
event_stdv,3.147059,-2,1
event_length,0.006128,-2,1
event_mean,115.04,-1,1
event_stdv,10.239,-1,1
event_length,0.00631,-1,1
event_mean,99.64,0,1
event_stdv,2.89,0,1
event_length,0.00498,0,1
event_mean,91.37,1,1
event_stdv,4.079,1,1
event_length,0.00199,1,1
event_mean,87.52,2,1
event_stdv,2.958,2,1
event_length,0.00332,2,1
event_mean,120.33852,-2,1
event_stdv,4.413519,-2,1
event_length,0.004634,-2,1
event_mean,125.52722,-1,1
event_stdv,3.341222,-1,1
event_length,0.003133,-1,1
event_mean,111.9,0,1
event_stdv,8.056,0,1
event_length,0.00797,0,1
event_mean,96.64,1,1
event_stdv,2.627,1,1
event_length,0.00564,1,1
event_mean,86.43562,2,1
event_stdv,1.846,2,1
event_length,0.006056,2,1
event_mean,117.06917,-2,1
event_stdv,2.731833,-2,1
event_length,0.008316,-2,1
event_mean,126.275,-1,1
event_stdv,3.279,-1,1
event_length,0.002697,-1,1
event_mean,96.55,0,1
event_stdv,3.112,0,1
event_length,0.00365,0,1
event_mean,84.07,1,1
event_stdv,1.157,1,1
event_length,0.0073,1,1
event_mean,87.06884,2,1
event_stdv,1.717302,2,1
event_length,0.00663,2,1
event_mean,122.14,-2,1
event_stdv,2.073,-2,1
event_length,0.00598,-2,1
event_mean,125.61,-1,1
event_stdv,6.529,-1,1
event_length,0.00432,-1,1
event_mean,97.59,0,1
event_stdv,1.889,0,1
event_length,0.00465,0,1
event_mean,92.186455,1,1
event_stdv,2.313405,1,1
event_length,0.004795,1,1
event_mean,86.34,2,1
event_stdv,1.749,2,1
event_length,0.00531,2,1
event_mean,117.4,-2,1
event_stdv,2.829,-2,1
event_length,0.00465,-2,1
event_mean,119.73,-1,1
event_stdv,4.322,-1,1
event_length,0.0156,-1,1
event_mean,98.64,0,1
event_stdv,2.438,0,1
event_length,0.00664,0,1
event_mean,94.46,1,1
event_stdv,3.465,1,1
event_length,0.00166,1,1
event_mean,90.035645,2,1
event_stdv,2.966871,2,1
event_length,0.012253,2,1
event_mean,119.57,-2,1
event_stdv,2.457,-2,1
event_length,0.00498,-2,1
event_mean,122.03,-1,1
event_stdv,1.89,-1,1
event_length,0.01195,-1,1
event_mean,108.03,0,1
event_stdv,9.773,0,1
event_length,0.00398,0,1
event_mean,93.443245,1,1
event_stdv,2.099568,1,1
event_length,0.006504,1,1
event_mean,90.35,2,1
event_stdv,2.305,2,1
event_length,0.00398,2,1
event_mean,114.04,-2,1
event_stdv,1.734,-2,1
event_length,0.0073,-2,1
event_mean,123.11,-1,1
event_stdv,5.756,-1,1
event_length,0.01029,-1,1
event_mean,96.63,0,1
event_stdv,2.968,0,1
event_length,0.00398,0,1
event_mean,87.53,1,1
event_stdv,1.888,1,1
event_length,0.00266,1,1
event_mean,90.071556,2,1
event_stdv,2.0688,2,1
event_length,0.004048,2,1
event_mean,120.19,-2,1
event_stdv,1.677,-2,1
event_length,0.00299,-2,1
event_mean,121.04,-1,1
event_stdv,8.708,-1,1
event_length,0.00963,-1,1
event_mean,99.395515,0,1
event_stdv,2.148621,0,1
event_length,0.006098,0,1
event_mean,92.66,1,1
event_stdv,2.939,1,1
event_length,0.00365,1,1
event_mean,90.407776,2,1
event_stdv,2.606111,2,1
event_length,0.003133,2,1
event_mean,120.56,-2,1
event_stdv,8.378455,-2,1
event_length,0.010261,-2,1
event_mean,112.833466,-1,1
event_stdv,8.276885,-1,1
event_length,0.004417,-1,1
event_mean,98.22,0,1
event_stdv,3.351,0,1
event_length,0.00863,0,1
event_mean,91.098526,1,1
event_stdv,4.252176,1,1
event_length,0.008709,1,1
event_mean,93.23,2,1
event_stdv,4.316,2,1
event_length,0.01361,2,1
event_mean,116.993225,-2,1
event_stdv,1.950484,-2,1
event_length,0.006694,-2,1
event_mean,121.72,-1,1
event_stdv,8.903,-1,1
event_length,0.00963,-1,1
event_mean,97.23,0,1
event_stdv,1.883,0,1
event_length,0.00232,0,1
event_mean,93.09182,1,1
event_stdv,3.043545,1,1
event_length,0.007693,1,1
event_mean,91.575,2,1
event_stdv,3.383714,2,1
event_length,0.004858,2,1
event_mean,120.526665,-2,1
event_stdv,1.682667,-2,1
event_length,0.004096,-2,1
event_mean,123.07,-1,1
event_stdv,6.07,-1,1
event_length,0.02424,-1,1
event_mean,101.212,0,1
event_stdv,2.214533,0,1
event_length,0.002501,0,1
event_mean,95.58,1,1
event_stdv,4.834,1,1
event_length,0.00398,1,1
event_mean,88.44953,2,1
event_stdv,2.018698,2,1
event_length,0.00407,2,1
event_mean,117.67317,-2,1
event_stdv,2.474404,-2,1
event_length,0.008043,-2,1
event_mean,120.91,-1,1
event_stdv,5.634,-1,1
event_length,0.0073,-1,1
event_mean,100.06,0,1
event_stdv,1.796615,0,1
event_length,0.004958,0,1
event_mean,90.72,1,1
event_stdv,1.532,1,1
event_length,0.00498,1,1
event_mean,86.68,2,1
event_stdv,2.273,2,1
event_length,0.00432,2,1
event_mean,115.97,-2,1
event_stdv,2.556,-2,1
event_length,0.00299,-2,1
event_mean,121.2,-1,1
event_stdv,5.769,-1,1
event_length,0.01793,-1,1
event_mean,96.36,0,1
event_stdv,2.888,0,1
event_length,0.00531,0,1
event_mean,98.87,1,1
event_stdv,2.043,1,1
event_length,0.00564,1,1
event_mean,88.155,2,1
event_stdv,2.8495,2,1
event_length,0.022165,2,1
event_mean,113.41,-2,1
event_stdv,4.403,-2,1
event_length,0.00398,-2,1
event_mean,115.49526,-1,1
event_stdv,5.692763,-1,1
event_length,0.008057,-1,1
event_mean,100.13,0,1
event_stdv,3.188,0,1
event_length,0.00365,0,1
event_mean,91.72,1,1
event_stdv,1.612,1,1
event_length,0.00266,1,1
event_mean,88.59333,2,1
event_stdv,2.974333,2,1
event_length,0.005533,2,1
event_mean,119.36,-2,1
event_stdv,2.388263,-2,1
event_length,0.007423,-2,1
event_mean,125.44,-1,1
event_stdv,4.429,-1,1
event_length,0.00299,-1,1
event_mean,100.7966,0,1
event_stdv,2.777113,0,1
event_length,0.005232,0,1
event_mean,95.16215,1,1
event_stdv,2.418832,1,1
event_length,0.006371,1,1
event_mean,96.01,2,1
event_stdv,2.96,2,1
event_length,0.00299,2,1
event_mean,116.22,-2,1
event_stdv,2.34,-2,1
event_length,0.00631,-2,1
event_mean,124.82,-1,1
event_stdv,3.382,-1,1
event_length,0.01062,-1,1
event_mean,102.12,0,1
event_stdv,6.895,0,1
event_length,0.00531,0,1
event_mean,96.0075,1,1
event_stdv,2.837312,1,1
event_length,0.00384,1,1
event_mean,89.2,2,1
event_stdv,3.354,2,1
event_length,0.00365,2,1
event_mean,118.74457,-2,1
event_stdv,1.8792,-2,1
event_length,0.006193,-2,1
event_mean,126.27,-1,1
event_stdv,4.041,-1,1
event_length,0.00232,-1,1
event_mean,105.65,0,1
event_stdv,8.739,0,1
event_length,0.00465,0,1
event_mean,91.86,1,1
event_stdv,2.472,1,1
event_length,0.00199,1,1
event_mean,90.50379,2,1
event_stdv,2.218138,2,1
event_length,0.004866,2,1
event_mean,118.8752,-2,1
event_stdv,6.0434,-2,1
event_length,0.009212,-2,1
event_mean,123.71,-1,1
event_stdv,6.496,-1,1
event_length,0.00432,-1,1
event_mean,98.93,0,1
event_stdv,4.096,0,1
event_length,0.00365,0,1
event_mean,92.92014,1,1
event_stdv,2.602671,1,1
event_length,0.005027,1,1
event_mean,96.21,2,1
event_stdv,4.219,2,1
event_length,0.00764,2,1
event_mean,125.02,-1,1
event_stdv,3.07,-1,1
event_length,0.00398,-1,1
event_mean,99.37,0,1
event_stdv,3.757,0,1
event_length,0.01096,0,1
event_mean,94.58,1,1
event_stdv,2.052704,1,1
event_length,0.003014,1,1
event_mean,89.80228,2,1
event_stdv,3.713318,2,1
event_length,0.003776,2,1
event_mean,112.87,-2,1
event_stdv,5.392,-2,1
event_length,0.00531,-2,1
event_mean,121.29,-1,1
event_stdv,4.573,-1,1
event_length,0.00697,-1,1
event_mean,97.51,0,1
event_stdv,2.499,0,1
event_length,0.00531,0,1
event_mean,91.66087,1,1
event_stdv,1.546304,1,1
event_length,0.004,1,1
event_mean,88.37881,2,1
event_stdv,2.33719,2,1
event_length,0.00637,2,1
event_mean,120.44,-2,1
event_stdv,1.604,-2,1
event_length,0.00631,-2,1
event_mean,123.78,-1,1
event_stdv,3.066,-1,1
event_length,0.00266,-1,1
event_mean,97.14,0,1
event_stdv,7.816,0,1
event_length,0.00531,0,1
event_mean,87.04,1,1
event_stdv,1.578,1,1
event_length,0.00498,1,1
event_mean,90.08926,2,1
event_stdv,2.264,2,1
event_length,0.005229,2,1
event_mean,116.26,-2,1
event_stdv,2.559,-2,1
event_length,0.00166,-2,1
event_mean,116.95,-1,1
event_stdv,4.609,-1,1
event_length,0.00465,-1,1
event_mean,96.91,0,1
event_stdv,4.096,0,1
event_length,0.01062,0,1
event_mean,85.88,1,1
event_stdv,1.969,1,1
event_length,0.01129,1,1
event_mean,96.32,2,1
event_stdv,3.109,2,1
event_length,0.00365,2,1
event_mean,112.53,-2,1
event_stdv,2.177,-2,1
event_length,0.00465,-2,1
event_mean,121.33,-1,1
event_stdv,6.287,-1,1
event_length,0.01726,-1,1
event_mean,100.87739,0,1
event_stdv,2.393913,0,1
event_length,0.008094,0,1
event_mean,96.35,1,1
event_stdv,2.307,1,1
event_length,0.00199,1,1
event_mean,86.136314,2,1
event_stdv,2.889579,2,1
event_length,0.008057,2,1
event_mean,121.65931,-2,1
event_stdv,6.355276,-2,1
event_length,0.005529,-2,1
event_mean,114.035,-1,1
event_stdv,7.162,-1,1
event_length,0.00232,-1,1
event_mean,99.95,0,1
event_stdv,2.525,0,1
event_length,0.00564,0,1
event_mean,93.67,1,1
event_stdv,3.166,1,1
event_length,0.01062,1,1
event_mean,86.312,2,1
event_stdv,1.95495,2,1
event_length,0.007237,2,1
event_mean,118.7,-2,1
event_stdv,2.505,-2,1
event_length,0.00365,-2,1
event_mean,115.94,-1,1
event_stdv,9.422,-1,1
event_length,0.00564,-1,1
event_mean,98.52,0,1
event_stdv,1.511,0,1
event_length,0.00266,0,1
event_mean,94.93154,1,1
event_stdv,2.7385,1,1
event_length,0.004723,1,1
event_mean,89.06394,2,1
event_stdv,2.55431,2,1
event_length,0.005343,2,1
event_mean,111.92,-2,1
event_stdv,2.335,-2,1
event_length,0.01228,-2,1
event_mean,121.84,-1,1
event_stdv,4.001,-1,1
event_length,0.01527,-1,1
event_mean,95.89,0,1
event_stdv,3.292,0,1
event_length,0.00365,0,1
event_mean,92.94219,1,1
event_stdv,2.859598,1,1
event_length,0.006026,1,1
event_mean,90.89,2,1
event_stdv,3.34,2,1
event_length,0.00398,2,1
event_mean,117.96725,-2,1
event_stdv,2.551642,-2,1
event_length,0.009196,-2,1
event_mean,115.524864,-1,1
event_stdv,7.004405,-1,1
event_length,0.004764,-1,1
event_mean,96.39,0,1
event_stdv,1.96,0,1
event_length,0.00797,0,1
event_mean,91.32966,1,1
event_stdv,3.547345,1,1
event_length,0.004866,1,1
event_mean,118.88,-1,1
event_stdv,5.216,-1,1
event_length,0.00332,-1,1
event_mean,96.86,0,1
event_stdv,3.411,0,1
event_length,0.00631,0,1
event_mean,96.373634,1,1
event_stdv,3.376273,1,1
event_length,0.005883,1,1
event_mean,87.14103,2,1
event_stdv,2.261113,2,1
event_length,0.012141,2,1
event_mean,120.97,-2,1
event_stdv,4.138,-2,1
event_length,0.01162,-2,1
event_mean,111.99,-1,1
event_stdv,4.236,-1,1
event_length,0.00166,-1,1
event_mean,95.76,0,1
event_stdv,2.593,0,1
event_length,0.00797,0,1
event_mean,84.96,1,1
event_stdv,2.127,1,1
event_length,0.00498,1,1
event_mean,92.8,2,1
event_stdv,3.208,2,1
event_length,0.00598,2,1
event_mean,122.42589,-2,1
event_stdv,2.873164,-2,1
event_length,0.009252,-2,1
event_mean,117.68912,-1,1
event_stdv,7.379735,-1,1
event_length,0.004079,-1,1
event_mean,98.58,0,1
event_stdv,2.57,0,1
event_length,0.00398,0,1
event_mean,90.29,1,1
event_stdv,3.224,1,1
event_length,0.00232,1,1
event_mean,88.674446,2,1
event_stdv,3.078111,2,1
event_length,0.00377,2,1
event_mean,112.68,-2,1
event_stdv,3.433,-2,1
event_length,0.00465,-2,1
event_mean,116.33,-1,1
event_stdv,10.652,-1,1
event_length,0.0322,-1,1
event_mean,95.77,0,1
event_stdv,2.183,0,1
event_length,0.00332,0,1
event_mean,87.79,1,1
event_stdv,1.749,1,1
event_length,0.00299,1,1
event_mean,116.993225,-2,1
event_stdv,1.950484,-2,1
event_length,0.006694,-2,1
event_mean,121.72,-1,1
event_stdv,8.903,-1,1
event_length,0.00963,-1,1
event_mean,97.23,0,1
event_stdv,1.883,0,1
event_length,0.00232,0,1
event_mean,93.09182,1,1
event_stdv,3.043545,1,1
event_length,0.007693,1,1
event_mean,91.575,2,1
event_stdv,3.383714,2,1
event_length,0.004858,2,1
event_mean,116.993225,-2,1
event_stdv,1.950484,-2,1
event_length,0.006694,-2,1
event_mean,121.72,-1,1
event_stdv,8.903,-1,1
event_length,0.00963,-1,1
event_mean,97.23,0,1
event_stdv,1.883,0,1
event_length,0.00232,0,1
event_mean,93.09182,1,1
event_stdv,3.043545,1,1
event_length,0.007693,1,1
event_mean,91.575,2,1
event_stdv,3.383714,2,1
event_length,0.004858,2,1
event_mean,120.97,-2,1
event_stdv,4.138,-2,1
event_length,0.01162,-2,1
event_mean,111.99,-1,1
event_stdv,4.236,-1,1
event_length,0.00166,-1,1
event_mean,95.76,0,1
event_stdv,2.593,0,1
event_length,0.00797,0,1
event_mean,84.96,1,1
event_stdv,2.127,1,1
event_length,0.00498,1,1
event_mean,92.8,2,1
event_stdv,3.208,2,1
event_length,0.00598,2,1
event_mean,120.19,-2,1
event_stdv,1.677,-2,1
event_length,0.00299,-2,1
event_mean,121.04,-1,1
event_stdv,8.708,-1,1
event_length,0.00963,-1,1
event_mean,99.395515,0,1
event_stdv,2.148621,0,1
event_length,0.006098,0,1
event_mean,92.66,1,1
event_stdv,2.939,1,1
event_length,0.00365,1,1
event_mean,90.407776,2,1
event_stdv,2.606111,2,1
event_length,0.003133,2,1
event_mean,119.57,-2,1
event_stdv,2.457,-2,1
event_length,0.00498,-2,1
event_mean,122.03,-1,1
event_stdv,1.89,-1,1
event_length,0.01195,-1,1
event_mean,108.03,0,1
event_stdv,9.773,0,1
event_length,0.00398,0,1
event_mean,93.443245,1,1
event_stdv,2.099568,1,1
event_length,0.006504,1,1
event_mean,90.35,2,1
event_stdv,2.305,2,1
event_length,0.00398,2,1
event_mean,115.97,-2,1
event_stdv,2.556,-2,1
event_length,0.00299,-2,1
event_mean,121.2,-1,1
event_stdv,5.769,-1,1
event_length,0.01793,-1,1
event_mean,96.36,0,1
event_stdv,2.888,0,1
event_length,0.00531,0,1
event_mean,98.87,1,1
event_stdv,2.043,1,1
event_length,0.00564,1,1
event_mean,88.155,2,1
event_stdv,2.8495,2,1
event_length,0.022165,2,1
event_mean,120.19,-2,1
event_stdv,1.677,-2,1
event_length,0.00299,-2,1
event_mean,121.04,-1,1
event_stdv,8.708,-1,1
event_length,0.00963,-1,1
event_mean,99.395515,0,1
event_stdv,2.148621,0,1
event_length,0.006098,0,1
event_mean,92.66,1,1
event_stdv,2.939,1,1
event_length,0.00365,1,1
event_mean,90.407776,2,1
event_stdv,2.606111,2,1
event_length,0.003133,2,1
event_mean,112.87,-2,1
event_stdv,5.392,-2,1
event_length,0.00531,-2,1
event_mean,121.29,-1,1
event_stdv,4.573,-1,1
event_length,0.00697,-1,1
event_mean,97.51,0,1
event_stdv,2.499,0,1
event_length,0.00531,0,1
event_mean,91.66087,1,1
event_stdv,1.546304,1,1
event_length,0.004,1,1
event_mean,88.37881,2,1
event_stdv,2.33719,2,1
event_length,0.00637,2,1
event_mean,120.19,-2,1
event_stdv,1.677,-2,1
event_length,0.00299,-2,1
event_mean,121.04,-1,1
event_stdv,8.708,-1,1
event_length,0.00963,-1,1
event_mean,99.395515,0,1
event_stdv,2.148621,0,1
event_length,0.006098,0,1
event_mean,92.66,1,1
event_stdv,2.939,1,1
event_length,0.00365,1,1
event_mean,90.407776,2,1
event_stdv,2.606111,2,1
event_length,0.003133,2,1
event_mean,123.45,-2,1
event_stdv,2.376,-2,1
event_length,0.00697,-2,1
event_mean,93.26,1,1
event_stdv,2.505,1,1
event_length,0.00365,1,1
event_mean,89.06,2,1
event_stdv,1.452,2,1
event_length,0.01096,2,1
event_mean,116.22,-2,1
event_stdv,2.34,-2,1
event_length,0.00631,-2,1
event_mean,124.82,-1,1
event_stdv,3.382,-1,1
event_length,0.01062,-1,1
event_mean,102.12,0,1
event_stdv,6.895,0,1
event_length,0.00531,0,1
event_mean,96.0075,1,1
event_stdv,2.837312,1,1
event_length,0.00384,1,1
event_mean,89.2,2,1
event_stdv,3.354,2,1
event_length,0.00365,2,1
event_mean,109.01237,-2,0
event_stdv,6.679645,-2,0
event_length,0.007062,-2,0
event_mean,122.790665,-1,0
event_stdv,4.381286,-1,0
event_length,0.01382,-1,0
event_mean,110.96,0,0
event_stdv,7.307,0,0
event_length,0.00764,0,0
event_mean,87.64,2,0
event_stdv,2.807,2,0
event_length,0.00266,2,0
event_mean,96.08,-2,0
event_stdv,3.346,-2,0
event_length,0.00465,-2,0
event_mean,111.6,-1,0
event_stdv,2.856,-1,0
event_length,0.00797,-1,0
event_mean,109.01,0,0
event_stdv,2.367,0,0
event_length,0.00266,0,0
event_mean,92.16,2,0
event_stdv,4.22,2,0
event_length,0.01859,2,0
event_mean,99.47,-2,0
event_stdv,1.858,-2,0
event_length,0.00398,-2,0
event_mean,113.56,-1,0
event_stdv,9.245,-1,0
event_length,0.00963,-1,0
event_mean,92.94,0,0
event_stdv,3.373,0,0
event_length,0.00398,0,0
event_mean,89.8125,1,0
event_stdv,1.9808,1,0
event_length,0.00362,1,0
event_mean,88.25063,2,0
